date,open,high,low,close,volume,dividends,stock_splits,stock_id,ticker,company_name,sector,exchange,country,price_id,is_real_time
2000-04-04 00:00:00+05:30,4907.410156,4907.410156,4666.950195,4691.459961,0,0,0,,,,,,,,
2000-04-05 00:00:00+05:30,4616.359863,4852.450195,4601.580078,4757.060059,0,0,0,,,,,,,,
2000-04-06 00:00:00+05:30,4899.450195,4899.450195,4608.109863,4866.72998,0,0,0,,,,,,,,
2000-04-07 00:00:00+05:30,4987.100098,5222.799805,4987.100098,5219.200195,0,0,0,,,,,,,,
2000-04-10 00:00:00+05:30,5481.490234,5532.540039,5435.350098,5442.859863,0,0,0,,,,,,,,
2000-04-11 00:00:00+05:30,5428.700195,5541.819824,5368.200195,5541.540039,0,0,0,,,,,,,,
2000-04-12 00:00:00+05:30,5502.419922,5542.810059,5416.189941,5426.819824,0,0,0,,,,,,,,
2000-04-13 00:00:00+05:30,5130.180176,5205.689941,5106.22998,5172.129883,0,0,0,,,,,,,,
2000-04-17 00:00:00+05:30,4797.950195,4899.540039,4797.950195,4880.709961,0,0,0,,,,,,,,
2000-04-18 00:00:00+05:30,4973.25,4981.419922,4723.189941,4745.470215,0,0,0,,,,,,,,
2000-04-19 00:00:00+05:30,4884.810059,4901.5,4571.120117,4665.810059,0,0,0,,,,,,,,
2000-04-20 00:00:00+05:30,4561.069824,4698.339844,4431.740234,4657.419922,0,0,0,,,,,,,,
2000-04-24 00:00:00+05:30,4723.27002,4723.27002,4509.089844,4511.049805,0,0,0,,,,,,,,
2000-04-25 00:00:00+05:30,4336.640137,4552.47998,4284.169922,4533.990234,0,0,0,,,,,,,,
2000-04-26 00:00:00+05:30,4692.779785,4803.27002,4626.390137,4626.390137,0,0,0,,,,,,,,
2000-04-27 00:00:00+05:30,4761.899902,4799.259766,4637.029785,4679.629883,0,0,0,,,,,,,,
2000-04-28 00:00:00+05:30,4767.890137,4767.890137,4625,4657.549805,0,0,0,,,,,,,,
2000-05-02 00:00:00+05:30,4736.02002,4737.680176,4344.509766,4372.220215,0,0,0,,,,,,,,
2000-05-03 00:00:00+05:30,4200.740234,4394.580078,4109.660156,4335.290039,0,0,0,,,,,,,,
2000-05-04 00:00:00+05:30,4384.529785,4568.540039,4335.040039,4553.919922,0,0,0,,,,,,,,
2000-05-05 00:00:00+05:30,4600.640137,4731.939941,4590.129883,4693.879883,0,0,0,,,,,,,,
2000-05-08 00:00:00+05:30,4744.830078,4757.890137,4463.399902,4463.399902,0,0,0,,,,,,,,
2000-05-09 00:00:00+05:30,4365.259766,4578.490234,4351.140137,4578.490234,0,0,0,,,,,,,,
2000-05-10 00:00:00+05:30,4593.379883,4593.379883,4449.890137,4458.399902,0,0,0,,,,,,,,
2000-05-11 00:00:00+05:30,4324.189941,4352.560059,4198.169922,4251.359863,0,0,0,,,,,,,,
2000-05-12 00:00:00+05:30,4243.540039,4267.870117,4102.77002,4107.140137,0,0,0,,,,,,,,
2000-05-15 00:00:00+05:30,4024.659912,4249.450195,3912.949951,4212.529785,0,0,0,,,,,,,,
2000-05-16 00:00:00+05:30,4239.439941,4247.189941,4154.069824,4230.129883,0,0,0,,,,,,,,
2000-05-17 00:00:00+05:30,4306.009766,4367.220215,4195.189941,4234.22998,0,0,0,,,,,,,,
2000-05-18 00:00:00+05:30,4205.47998,4254.350098,4159.899902,4192.439941,0,0,0,,,,,,,,
2000-05-19 00:00:00+05:30,4149.390137,4150.77002,4026.639893,4068.649902,0,0,0,,,,,,,,
2000-05-22 00:00:00+05:30,3978.540039,4015.379883,3920.179932,3920.179932,0,0,0,,,,,,,,
2000-05-23 00:00:00+05:30,3878.820068,3943.540039,3831.860107,3943.540039,0,0,0,,,,,,,,
2000-05-24 00:00:00+05:30,3872.699951,3981.459961,3840.110107,3933.649902,0,0,0,,,,,,,,
2000-05-25 00:00:00+05:30,3962.97998,4060.76001,3961.02002,3999.030029,0,0,0,,,,,,,,
2000-05-26 00:00:00+05:30,3994.399902,4097.600098,3947.330078,4084.709961,0,0,0,,,,,,,,
2000-05-29 00:00:00+05:30,4082.909912,4222.649902,4064.459961,4189.850098,0,0,0,,,,,,,,
2000-05-30 00:00:00+05:30,4207.009766,4318.649902,4185.359863,4311.77002,0,0,0,,,,,,,,
2000-05-31 00:00:00+05:30,4434.990234,4536.100098,4416.879883,4433.609863,0,0,0,,,,,,,,
2000-06-01 00:00:00+05:30,4406.52002,4412.200195,4321.259766,4325.470215,0,0,0,,,,,,,,
2000-06-02 00:00:00+05:30,4381.700195,4486.990234,4381.700195,4453.470215,0,0,0,,,,,,,,
2000-06-05 00:00:00+05:30,4609.779785,4705.490234,4485.290039,4531.529785,0,0,0,,,,,,,,
2000-06-06 00:00:00+05:30,4555.180176,4605.459961,4488.22998,4591.680176,0,0,0,,,,,,,,
2000-06-07 00:00:00+05:30,4580.890137,4650.879883,4556.52002,4604.839844,0,0,0,,,,,,,,
2000-06-08 00:00:00+05:30,4656,4746.879883,4656,4728.810059,0,0,0,,,,,,,,
2000-06-09 00:00:00+05:30,4772,4797.589844,4712.209961,4729.629883,0,0,0,,,,,,,,
2000-06-12 00:00:00+05:30,4794.669922,4800.129883,4638.810059,4639.459961,0,0,0,,,,,,,,
2000-06-13 00:00:00+05:30,4583.339844,4640.589844,4555.089844,4615.129883,0,0,0,,,,,,,,
2000-06-14 00:00:00+05:30,4648.779785,4693.669922,4604.5,4625.040039,0,0,0,,,,,,,,
2000-06-15 00:00:00+05:30,4609.97998,4685.629883,4575.029785,4653.220215,0,0,0,,,,,,,,
2000-06-16 00:00:00+05:30,4666.060059,4768.589844,4654.120117,4764.669922,0,0,0,,,,,,,,
2000-06-19 00:00:00+05:30,4808.25,4884.890137,4788.939941,4837.240234,0,0,0,,,,,,,,
2000-06-20 00:00:00+05:30,4891.22998,4919.629883,4834.790039,4863.899902,0,0,0,,,,,,,,
2000-06-21 00:00:00+05:30,4888.430176,4888.430176,4723.569824,4731.569824,0,0,0,,,,,,,,
2000-06-22 00:00:00+05:30,4749.399902,4795.100098,4693.459961,4794.160156,0,0,0,,,,,,,,
2000-06-23 00:00:00+05:30,4771.069824,4822.629883,4687.310059,4721.700195,0,0,0,,,,,,,,
2000-06-26 00:00:00+05:30,4674.209961,4697.629883,4607.580078,4670.089844,0,0,0,,,,,,,,
2000-06-27 00:00:00+05:30,4682.589844,4732.700195,4677.569824,4686.910156,0,0,0,,,,,,,,
2000-06-28 00:00:00+05:30,4660.279785,4660.279785,4642.560059,4642.560059,0,0,0,,,,,,,,
2000-06-29 00:00:00+05:30,4820.580078,4820.580078,4785.629883,4785.629883,0,0,0,,,,,,,,
2000-06-30 00:00:00+05:30,4760.600098,4792.689941,4694.879883,4748.77002,0,0,0,,,,,,,,
2000-07-03 00:00:00+05:30,4846.689941,4853.830078,4778.740234,4844.97998,0,0,0,,,,,,,,
2000-07-04 00:00:00+05:30,4870.859863,4902.709961,4840.390137,4887.060059,0,0,0,,,,,,,,
2000-07-05 00:00:00+05:30,4898.149902,4940.379883,4898.149902,4940.379883,0,0,0,,,,,,,,
2000-07-06 00:00:00+05:30,4862.990234,4908.339844,4846.640137,4885.600098,0,0,0,,,,,,,,
2000-07-07 00:00:00+05:30,4920.140137,4924.220215,4900.310059,4905.939941,0,0,0,,,,,,,,
2000-07-10 00:00:00+05:30,4908.740234,4920.379883,4847.450195,4867.430176,0,0,0,,,,,,,,
2000-07-11 00:00:00+05:30,4887.759766,4919.310059,4863.959961,4898.069824,0,0,0,,,,,,,,
2000-07-12 00:00:00+05:30,4883.649902,4967.140137,4862.490234,4964.279785,0,0,0,,,,,,,,
2000-07-13 00:00:00+05:30,4994.919922,5058.899902,4878.450195,4880.799805,0,0,0,,,,,,,,
2000-07-14 00:00:00+05:30,4891.430176,4951.950195,4847.509766,4856.819824,0,0,0,,,,,,,,
2000-07-17 00:00:00+05:30,4874.410156,4883.299805,4747.319824,4747.319824,0,0,0,,,,,,,,
2000-07-18 00:00:00+05:30,4741.149902,4777.5,4704.399902,4734.799805,0,0,0,,,,,,,,
2000-07-19 00:00:00+05:30,4672.189941,4721.850098,4604.540039,4616.009766,0,0,0,,,,,,,,
2000-07-20 00:00:00+05:30,4592.279785,4634.459961,4538.950195,4575.669922,0,0,0,,,,,,,,
2000-07-21 00:00:00+05:30,4601.080078,4606.209961,4460.419922,4463.660156,0,0,0,,,,,,,,
2000-07-24 00:00:00+05:30,4347.52002,4353.439941,4188.339844,4188.339844,0,0,0,,,,,,,,
2000-07-25 00:00:00+05:30,4097.220215,4369.140137,4052.610107,4336.200195,0,0,0,,,,,,,,
2000-07-26 00:00:00+05:30,4361.879883,4374.379883,4191.27002,4191.27002,0,0,0,,,,,,,,
