date,open,high,low,close,volume,dividends,stock_splits,stock_id,ticker,company_name,sector,exchange,country,price_id,is_real_time
2007-09-17 00:00:00+05:30,4518.450195,4549.049805,4482.850098,4494.649902,0,0,0,,,,,,,,
2007-09-18 00:00:00+05:30,4494.100098,4551.799805,4481.549805,4546.200195,0,0,0,,,,,,,,
2007-09-19 00:00:00+05:30,4550.25,4739,4550.25,4732.350098,0,0,0,,,,,,,,
2007-09-20 00:00:00+05:30,4734.850098,4760.850098,4721.149902,4747.549805,0,0,0,,,,,,,,
2007-09-21 00:00:00+05:30,4752.950195,4855.700195,4733.700195,4837.549805,0,0,0,,,,,,,,
2007-09-24 00:00:00+05:30,4837.149902,4941.149902,4837.149902,4932.200195,0,0,0,,,,,,,,
2007-09-25 00:00:00+05:30,4939.100098,4953.899902,4878.149902,4938.850098,0,0,0,,,,,,,,
2007-09-26 00:00:00+05:30,4937.600098,4980.850098,4930.350098,4940.5,0,0,0,,,,,,,,
2007-09-27 00:00:00+05:30,4942.700195,5016.399902,4942.700195,5000.549805,0,0,0,,,,,,,,
2007-09-28 00:00:00+05:30,4996.450195,5055.799805,4996.450195,5021.350098,0,0,0,,,,,,,,
2007-10-01 00:00:00+05:30,5021.5,5089.299805,5001.350098,5068.950195,0,0,0,,,,,,,,
2007-10-03 00:00:00+05:30,5069,5261.350098,5034.149902,5210.799805,0,0,0,,,,,,,,
2007-10-04 00:00:00+05:30,5211.649902,5233.100098,5126.049805,5208.649902,0,0,0,,,,,,,,
2007-10-05 00:00:00+05:30,5208.149902,5248.549805,5164.5,5185.850098,0,0,0,,,,,,,,
2007-10-08 00:00:00+05:30,5186.25,5249.299805,5024.75,5085.100098,0,0,0,,,,,,,,
2007-10-09 00:00:00+05:30,5062.649902,5348.700195,5000.950195,5327.25,0,0,0,,,,,,,,
2007-10-10 00:00:00+05:30,5328.149902,5454.700195,5328.149902,5441.450195,0,0,0,,,,,,,,
2007-10-11 00:00:00+05:30,5438.899902,5532.75,5424.25,5524.850098,0,0,0,,,,,,,,
2007-10-12 00:00:00+05:30,5525.299805,5549.299805,5402.600098,5428.25,0,0,0,,,,,,,,
2007-10-15 00:00:00+05:30,5428.350098,5682.649902,5419.899902,5670.399902,0,0,0,,,,,,,,
2007-10-16 00:00:00+05:30,5670.649902,5708.350098,5578.450195,5668.049805,0,0,0,,,,,,,,
2007-10-17 00:00:00+05:30,5658.899902,5658.899902,5107.299805,5559.299805,0,0,0,,,,,,,,
